main_id,name,U,B,V,R,I,G,J,ra,dec,sp_type,sp_qual,otype
"HD  65188",,,8.67,7.09,,,6.2791,3.875,118.85021769738,-47.31307984294,"M2III",C,"*"
"V* V1043 Sco",,,9.17,7.53,,,6.33623,3.619,240.62120826986998,-26.1480314046,"M2/3III",D,"LP*"
"HD 157087",,,5.41,5.357,,,5.34894,5.147,260.04097557649,25.53760347143,"A3III",C,"*"
"HD 191408",,,5.44,5.32,,,5.03304,,302.7997448709225,-36.10120881266862,"K2.5V",C,"PM*"
"HD  99283",,7.45,6.7,5.7,,,5.46621,4.247,171.48795738388,55.850457792060006,"K0III",C,"PM*"
"HD 186927",,,7.176,6.098,,,5.83965,4.575,296.46398276459,35.01275179516,"K1IIICN1",C,"*"
"HD  54619",,,8.22,6.71,,,6.14403,4.114,107.46260554793001,9.30887583929,"K2",E,"*"
"IRAS 16221-2007",,,,,,,9.1862,5.114,246.26665616334998,-20.2435713364,,,"*"
"HD 210056",,,7.141,6.127,,,5.86518,4.669,332.97910065757,-76.1160218906,"K0III",C,"PM*"
"*  21 Cet",,,7.086,6.161,,,5.90242,4.513,13.57330329993,-8.74066389867,"G8III",C,"PM*"
"*  36 Lyn",,4.72,5.148,5.282,,,5.24146,5.409,138.45088824213,43.21783165359,,,"Ro*"
"HD 162486",,,8.25,6.82,,,6.27598,3.959,267.77035728026,5.22903306367,"K5",E,"*"
"HD  28732",,,6.739,5.735,7.001,,5.48091,4.425,66.94178688985,-62.521203131469996,"K0III",C,"*"
"HD 155500",,,7.38,6.333,,,6.03949,4.377,257.93849526899,7.894761830690001,"K0III",D,"*"
"HD  84418",,,8.48,6.89,,,6.1965,4.039,146.36933858999998,10.221929726666668,"K5",E,"*"
"*  45 Cnc",,6.31,6.04,5.65,,,5.49372,4.717,130.80137276648,12.680873628639999,"A3III:+G7III",D,"**"
"HD  65152",,,9.07,7.2,,,6.22785,3.794,118.47688908511002,-60.58355390934,"S1,1",C,"S*"
"*  50 Cam",,5.27,5.35,5.36,,,5.34107,5.155,116.01740827176002,50.43379383916001,"A0IIIn",C,"*"
"HD  10998",,,7.957,6.54,,,6.0758,4.293,26.91180708495,-20.8451729375,"K3III",C,"PM*"
"IRAS 14209-4558",,,,,,,9.52658,4.813,216.05435628315996,-46.20948139163001,,,"*"
"*  75 UMa",,,7.059,6.065,,,5.80604,4.661,187.51774639863,58.76777489897,"G8III-IV",C,"*"
"HD 146834",,,7.353,6.298,,,5.96842,4.436,244.78217444071,-20.21806834992,"K0III",C,"*"
"HD 124281",,,7.289,6.236,,,5.93884,4.499,213.30523809466996,-26.61231009078,"K0III",C,"*"
"HD  41608",,,8.42,6.86,,,6.13488,4.126,91.50938060214,-5.880207286270002,"M0/1III",D,"V*"
"HD 119458",,,6.82,5.96,,,5.76889,4.699,205.68095702608,34.98902068752,"G5III-IIIbFe-0.5",C,"SB*"
"HD 127724",,,7.651,6.384,,,6.01505,4.396,218.82101512396,-60.01564207388,"K2III",C,"*"
"HD  88737",,,,,5.7,,5.89471,5.221,153.62396736952,21.168048240700003,"F9V",C,"PM*"
"*  43 Aur",,,7.475,6.323,,,6.02114,4.358,94.57027157578,46.36044285488,"K2III",C,"PM*"
"HD  16496",,,9.69,8.29,,,6.46817,3.115,40.00804216959,39.83471658543,"M7",D,"V*"
"*  40 Boo",,,5.955,5.634,,,5.55675,4.9,224.90394612577998,39.26533240018,"F1III-IV",D,"PM*"
"HD  75199",,,8.09,6.66,,,6.13708,4.192,131.8494094468,-34.60033811598,"K4III",C,"*"
"HD 211460",,,,,6.1,,6.40294,5.051,334.17089724548,29.173252061590006,"G5IV",C,"PM*"
"HD 221189",,,9.08,7.35,,,6.29571,3.692,352.40012154897,38.64337734498,,,"*"
"*  74 Psc A",,5.26,5.263,5.273,,,5.2682,5.243,16.420646961666666,21.473180243055555,"A0IV-Vnn",C,"**"
"V* V717 Mon",,,9.12,7.32,,,6.30781,3.752,89.42267939013,-6.09466159385,"M2III",C,"LP*"
"HD 118522",,,7.858,6.592,,,6.15698,4.128,205.00228103706996,-70.78778791864,"K0III",C,"**"
"IRAS 04021+5621",,,,,,,9.31174,4.75,61.5359494065,56.4987882963,,,"*"
"*  59 Eri",,,6.278,5.755,,,5.63,4.927,72.13555678588,-16.329486473449997,"F8V",C,"*"
"V* VV Cnc",,,10.74,9.57,,,6.8594,2.216,122.81790696542001,19.1485149684,"M5",D,"LP*"
"*  59 Per",,,5.319,5.298,,,5.30546,5.189,70.72640179165,43.36512021120001,"A1Vn",C,"PM*"
"* mu. Lib",,5.33,5.38,5.31,,,,5.21,222.3293804098026,-14.149021270239027,"ApSrEuCr",D,"**"
"IRAS 16368-5604",,,,,,,,6.236,250.25420833333334,-56.17480555555556,,,"IR"
"HD 117876",,,7.09,6.1,5.5,,5.84137,4.544,203.20089096897996,24.34674376751,"G8II-III",C,"RG*"
"*  37 Cap",,,6.096,5.696,,,5.59309,4.91,323.71271763191,-20.08426080606,"F5VFe-0.8CH-0.4",C,"PM*"
"V* V456 Her",,,,,,,9.44686,4.74,256.6983731315,21.10496821138,"M7",D,"LP*"
"HD 151415",,,8.86,7.12,,,6.29907,3.813,252.05762591563,-24.526650563790003,"K4III",C,"*"
"HD 130084",,9.76,7.86,6.28,,,5.50024,3.07,221.30713233473998,32.78834499816,"M1III",D,"PM*"
"*   1 CMi",,,5.461,5.361,,,5.3449,5.21,111.24241675114,11.669522913139998,"A5IV",C,"*"
"HD 161800",,,10.84,9.02,,,6.39404,2.588,266.9265562231299,-3.64392637493,"M5(III)",D,"LP?"
"HD 161800",,,10.84,9.02,,,6.39404,2.588,266.9265562231299,-3.64392637493,"M5(III)",D,"LP?"
"HD  92949",,,8.6,6.98,,,6.19933,4.002,160.75429123549,-49.0570427018,"M0/1III",D,"V*"
"HD 216512",,,8.57,6.91,,,6.16184,4.025,343.22601402319,38.616013160259996,"M0",D,"V*"
"*  31 UMa",,,5.331,5.269,,,5.26122,5.529,148.92917414907,49.81984301326,"A3III",D,"*"
"HD 189084",,,8.56,6.92,,,6.23542,3.973,298.70858594114,60.61496982568,"M0III",C,"V*"
"*   5 Lib",,,7.58,6.34,,,5.97389,4.457,221.49066007164,-15.459545025939999,"K2III",C,"*"
"HD  10148",,,5.92,5.58,,,5.49828,5.038,24.71578563028,-21.275384863399996,"F0V",C,"PM*"
"HD 174805",,,8.37,6.78,,,6.15381,4.084,283.42068077113,-31.9920014669,"K5III",C,"*"
"HD 184921",,,9.31,7.69,,,6.45889,3.446,294.35846846085,-21.95385454944,"M2/3III",D,"*"
"* i Boo A",,,5.72,5.136,,,4.9544,,225.94679016696085,47.65397723911,"F5V",C,"PM*"
"*  60 Psc",,,6.918,5.961,,,5.7245,4.75,11.84847401936,6.740971526079999,"G8III",D,"SB*"
"HD  14988",,,7.771,6.429,,,6.04577,4.314,36.08381818279,-25.847461514439996,"K3III",C,"*"
"HD 171648",,,7.94,6.53,,,6.0648,4.297,279.63169967641,-48.72077541991,"K3/4III",D,"*"
"HD 161969",,,8.86,7.19,,,6.36826,3.784,267.61165608482,-41.64835427916,"M1III",C,"*"
"V* CR CVn",,,9.032,7.594,,,6.51084,3.506,204.41128474665,42.20088409196,,,"LP*"
"HD   3444",,,7.687,6.413,,,6.06161,4.36,9.156876047940003,-65.12444615756,"K2/3III",D,"*"
"*  23 Cyg",,,5.001,5.132,,,5.1111,5.397,298.32240899451,57.523474139010006,"B5V",C,"**"
"HD  77628",,,8.76,7.11,,,6.26092,3.882,135.71056386887,-28.196731043189995,"M2/3III",D,"*"
"HD 158476",,,6.847,6.028,,,5.82136,4.634,262.95457708782,-46.03678643111,"F8/G0Ib",D,"*"
"NGC  6441",,,,,,,,,267.5544166666666,-37.051444444444435,,,"GlC"
"* h Ori",,5.83,5.67,5.43,5.25,5.13,5.3817,4.965,77.33184697113,9.82958407609,"A2m",C,"SB*"
"HD  15996",,,7.293,6.189,,,5.89826,4.581,38.41759765259,-20.001920631929995,"K1III",C,"PM*"
"IRAS 14034-4852",,,,,,,9.29838,4.805,211.67340419519996,-49.11629541612,,,"*"
"HD 124696",,,8.5,6.907,,,6.19607,3.996,213.54784754326997,35.60361606391999,"K5III",D,"*"
"HD  86552",,,10.12,8.83,,,6.5475,2.769,149.57642042548,-40.76226480274,"M5/6III",D,"LP?"
"HD  86552",,,10.12,8.83,,,6.5475,2.769,149.57642042548,-40.76226480274,"M5/6III",D,"LP?"
"HD   3489",,,8.438,6.769,,,6.13681,4.082,9.63933991398,60.32478238444,"K3Ib-II",D,"*"
"HD 125771",,,8.52,6.89,,,6.22994,3.983,215.28908603874999,19.18019881468,"K5",E,"*"
"IRAS 18104-4231",,,,,,,9.21604,4.835,273.50898113829,-42.50609385005999,,,"*"
"V* V719 Cyg",,,,,8.86,,8.72185,4.07,300.91034965995,30.46933860903,"M4I",C,"s*r"
"IRAS 19511+2704",,,,,,,9.6642,4.757,298.30275454185,27.20603554745,,,"*"
"*  68 Dra",,,6.205,5.7,,,5.57809,5.009,302.89529924401,62.078547708689996,"F5V",D,"PM*"
"IRAS 16581+0114",,,,,,,9.12627,4.955,255.16672573599,1.16888817142,,,"*"
"IRC +80005",,,,,,,10.8427,4.392,35.0606241994,78.7600748069,"M9",D,"Mi*"
"HD  22878",,,7.95,6.62,,,6.1833,4.191,55.11683494097,5.12586985528,"K2",D,"*"
"HD 181636",,,8.68,7.07,,,6.39279,3.859,290.2641382349099,5.11155548728,"K4III",C,"PM*"
"V* V2087 Cyg",,,8.87,7.24,,,6.32237,3.816,295.36474005362993,47.32811053471,"Ma",E,"LP*"
"V* AS Gem",,,,,,,8.96666,4.961,98.02434363306001,14.520699745020002,"M6",D,"LP*"
"HD 204153",,,5.907,5.58,5.4,,5.50233,4.93,321.33145356711,46.71434132316,"F0V",C,"PM*"
"HD  21787",,,8.31,6.77,,,6.19633,4.077,52.83801546709,17.93817464347,"K2",E,"*"
"HD 109014",,,7.241,6.172,,,5.90437,4.573,187.9113386599,-5.05259317383,"G8III",C,"*"
"* x Pup",,4.91,5.176,5.26,,,5.24676,5.409,101.83916367212,-37.92969722748,"B8V",C,"*"
"HD 188609",,,9.76,8.38,,,6.40784,3.103,298.4322828499,49.59546559831001,"M5",E,"*"
"IRC +10120",,,,8.1,,,8.71526,4.04,96.06105739099002,14.2207534849,"M7",D,"*"
"HD 195190",,,7.7,6.4,,,6.00408,4.433,308.77613049853994,-71.18877941077,"K2III",C,"*"
"HD  30562",,,6.4,5.77,,,5.61834,4.98,72.15160452141166,-5.674043816050556,"G2IV",C,"PM*"
"* iot Pic A",,,5.86,5.57,,5.18,5.55419,5.077,72.73054023498,-53.46153586537,"F0V",C,"PM*"
"* phi Aql",,,5.283,5.278,,,5.2723,5.253,299.05938296916,11.42372252234,"A1IV",C,"SB*"
"HD 161068",,,8.5,6.81,,,6.15009,4.073,266.48673328982,-48.93430941406999,"K4/5III",D,"*"
"V* V1927 Sgr",,,,,,,10.4083,4.456,280.54206775453,-22.498885108770004,"M7",D,"Mi*"
"IRAS 11404-6522",,,,,,,9.27145,4.97,175.71429318957,-65.65064858185,"M7",D,"*"
"HD  58954",,,5.92,5.62,,,5.55948,4.939,111.78329130113083,-17.864863676730838,"F2V",C,"dS*"
"V* V470 Aql",,,,,,,9.5608,4.763,304.62039630538,7.584595366079999,,,"LP*"
"HD  72582",,,7.181,6.154,,,5.89018,4.573,129.92753194603,73.62967651575,"G7III",D,"PM*"
"HD 186756",,,7.38,6.25,,,5.96192,4.465,297.22953391214,-52.88810979597999,"K1III",C,"PM*"
"HD 134047",,,7.1,6.17,,,5.91346,4.552,226.91800689369,5.49805890349,"G7IIIa:Fe-0.5:",C,"*"
"HD  12685",,,8.62,7.03,,,6.26437,3.865,30.974512357200002,-17.51365038057,"M0/1III",D,"V*"
"HD 105822",,,7.84,6.48,,,6.02252,4.337,182.75506367185997,-68.26097421206,"K0/1III",D,"*"
"HD 102150",,,7.45,6.266,,,5.92181,4.496,176.30264682361,-49.06984179357,"K1III",C,"*"
"HD  37462",,,8.193,6.671,,,6.11884,4.221,83.76140364845,-58.87114554446,"K4III",C,"*"
"IRAS 07086+0214",,,,,,,9.80497,4.73,107.8248540948,2.16159752578,"M8",D,"LP?"
"IRAS 07086+0214",,,,,,,9.80497,4.73,107.8248540948,2.16159752578,"M8",D,"LP?"
"HD  91964",,,8.168,6.633,,,6.09056,4.205,159.17744216547,-27.65635066765,"K4/5III",D,"*"
"V* DH Tuc",,,9.59,8.15,,,6.49098,3.239,333.51088249186,-57.21841379089,"M5III",C,"LP*"
"HD 146190",,,8.4,6.83,,,6.24679,4.019,245.72552611205,-75.9746860617,"K4III",C,"*"
"IRAS 11512-6505",,,,,,,8.8072,4.98,178.42358534851,-65.36805125005,"M7",D,"*"
"V* BG Ser",,,11.62,10.4,,,6.92189,1.712,235.90322359234997,-1.71046457445,"M7",D,"Mi*"
"IRAS 18071-0927",,,,,,,9.23742,4.93,272.46848474753,-9.44462341314,,,"*"
"HD  62897",,,7.252,6.205,,,5.92167,4.564,115.72220713620003,-58.230066167669996,"K0III",C,"PM*"
"HD  61642",,,7.214,6.191,,,5.93311,4.477,114.6355773267,-38.78148863827,"G8III",C,"*"
"IRAS 14519-6131",,,,,,,9.07794,4.997,223.97096857754997,-61.7200999566,,,"*"
"HD  13666",,,8.22,6.81,,,6.32296,4.052,32.97627428362,-47.17036146303,"K2/3III",D,"*"
"HD   2529",,,7.36,6.265,,,5.97093,4.535,7.179693071329999,-50.532857014369995,"K0III",C,"PM*"
"*  13 Psc",,,7.584,6.384,,,6.05029,4.391,352.98986168987,-1.08589568993,"K0III",C,"*"
"HD 101782",,,7.399,6.328,,,6.00054,4.372,175.25545109509,-83.09993815001,"K0III",C,"PM*"
"HD  34557",,,5.568,5.456,,,5.40584,5.098,80.06114341606,41.08623772094,"A3V",C,"SB*"
"* psi03 Aur",,4.78,5.254,5.331,,,5.30803,5.376,99.70491833077,39.90255952769,"B8III",C,"*"
"HD 200249",,,7.97,6.58,,,6.14025,4.25,316.05877005798,-50.43535440654,"K3III",C,"*"
"IRAS 15083-6325",,,,,,,9.08153,4.88,228.13154162561997,-63.60874591401999,,,"*"
"HR  4401",,,,,,,,5.242,170.83916813312874,-64.95471413313808,,,"**"
"HD  28625",,,7.228,6.219,,,5.9695,4.43,67.54168202294,-13.59237112568,"K0III",C,"*"
"IRC +50035",,,,,10.08,,8.72286,3.505,21.65380005885,55.15983011163001,"M8",D,"LP*"
"IRAS 06324-3604",,,,,,,8.77359,4.75,98.54763131464,-36.107864103279994,,,"*"
"HD 181597",,,7.442,6.317,,,5.99989,4.466,289.65779951978,49.56945498455999,"K1III",C,"*"
"HD  94386",,,7.546,6.34,,,6.00195,4.378,163.38710148865,-15.44583565363,"K2III",C,"PM*"
"HD  81524",,,7.98,6.57,,,6.11898,4.254,141.51587021607,-1.234940341,"K3III",C,"*"
"HD  76494",,,7.128,6.131,,,5.87847,4.518,134.15432267646,4.23658056949,"G8III",C,"*"
"* mu. Col",,3.84,4.9,5.18,5.3,5.57,5.10618,5.735,86.49956259956,-32.30643396160999,"O9.5V",C,"V*"
"*  11 Vir",,,,,5.5,,5.65585,5.153,182.51424233085996,5.807007367899999,"kF0hF0mF5II-III",D,"PM*"
"HD  83520",,,5.592,5.467,,,,5.16,144.3027164362565,-53.66850944287418,"A2/3V",D,"**"
"V* V826 Her",,,7.85,6.54,,,6.10323,4.252,266.49353653544995,39.32253680101001,"K3III",C,"SB*"
"IRAS 17000-5859",,,,,,,9.32651,4.92,256.09673687277,-59.05301183318,,,"*"
"HD 163826",,,8.79,7.0,,,6.29602,3.792,269.51326895600994,2.7199515647099997,"K4III",C,"V*"
"HD  56159",,,8.88,7.27,,,6.29856,3.813,108.76769897597,-22.77675651469,"M1/2III",D,"*"
"IRAS 12302-4127",,,,,,,9.26021,4.728,188.23330042187996,-41.73488691933,,,"*"
"HD  42443",,,6.149,5.717,,,5.60997,4.97,92.44981217661,-22.77433980451,"F5V",C,"**"
"*  36 Oph A",,,5.93,5.08,,,4.83134,,258.8365985355513,-26.601699224429723,"K2V",C,"PM*"
"* del02 CMi",,,5.895,5.571,,,5.52103,4.9,113.29860726374,3.29037918403,"F1III-IV",D,"*"
"HD 162123",,,7.051,6.087,,,5.85424,4.648,267.9356644556099,-45.60070770435001,"G6III",C,"*"
"HD 150331",,,6.499,5.836,,,5.6807,4.961,250.43939303973997,-33.145759861669994,"G0/2II",D,"PM*"
"IRAS 16183-4701",,,,,,,,6.395,245.49218333333337,-47.142652777777776,,,"*"
"IRAS 13506-6051",,,,,,,9.12279,4.98,208.53612148911,-61.097851810120005,"M7",D,"LP?"
"IRAS 13506-6051",,,,,,,9.12279,4.98,208.53612148911,-61.097851810120005,"M7",D,"LP?"
"* eta Pyx",,,5.23,5.27,,,5.23035,5.284,129.46730329812,-26.255000126109998,"A0V",C,"*"
"IRAS 19211+3057",,,,,,,9.17583,4.915,290.77555577981,31.053253009609993,,,"LP*"
"V* V5095 Sgr",,,,,,,9.33537,4.966,267.81859931584995,-23.158863655339996,,,"LP?"
"V* V5095 Sgr",,,,,,,9.33537,4.966,267.81859931584995,-23.158863655339996,,,"LP?"
"IRAS 09291-6611",,,,,,,9.14553,4.883,142.54578316579,-66.41103988643,,,"*"
"HD  63799",,,7.3,6.19,,,5.8545,4.666,117.69748016833333,3.277252157222222,"K0/1III",D,"**"
"HD 206731",,,7.084,6.089,,,5.85332,4.68,325.66170829988,49.60024710817999,"G8II",C,"*"
"HD 200465",,,7.93,6.44,6.92,,5.93449,3.81,315.58732539874,39.5090329098,"K3III",C,"*"
"IRAS 17571-0901",,,,,,,9.56695,5.002,269.96548746052997,-9.03112417084,,,"*"
"* eps02 Lyr A",,,5.4,5.23,,,5.21692,,281.09491254869,39.612714602610005,"A6Vn",C,"**"
"IRAS 18377-2155",,,,,,,8.9795,4.91,280.17545526865,-21.875627678149993,,,"*"
"V* RW CVn",,,10.28,9.03,,,6.4943,2.686,209.88945396091,37.1973092171,"M7III:",D,"LP*"
"HD 204485",,,,,5.6,,5.6822,5.156,322.0343783017,32.225331360949994,"F0V",C,"PM*"
"HD 210140",,,9.23,7.81,,,6.46065,3.403,332.22496878232,-32.49325167698,"M2/3III",D,"*"
"V* Y Oph",,8.62,7.61,6.21,,,5.64005,3.37,268.16125793753,-6.1435761310600006,"G3Ia",C,"cC*"
"HD 164303",,,9.46,7.93,,,6.4387,3.396,270.93264736706,-56.26959728208,"M4III",C,"*"
"HD 182272",,,7.139,6.084,,,5.81091,4.704,290.6389730304,33.51816224993001,"K0III",C,"*"
"IRAS 14216-6152",,,,,,,10.7802,4.718,216.36520061092997,-62.096927462,,,"LP?"
"IRAS 14216-6152",,,,,,,10.7802,4.718,216.36520061092997,-62.096927462,,,"LP?"
"V* GK UMa",,,8.95,7.32,,,6.41507,3.704,144.75302705899,58.54818275389,"M0",D,"LP*"
"HD  51324",,,8.025,6.636,,,6.22611,4.094,104.93514677897,52.57243080864,"K0",E,"*"
"IRAS 15366-5004",,,,,,,9.59759,4.946,235.07969286434,-50.23554013699,,,"*"
"V* DL Nor",,,,,,,8.83671,5.049,244.33722195516,-59.43092698115,,,"LP?"
"V* DL Nor",,,,,,,8.83671,5.049,244.33722195516,-59.43092698115,,,"LP?"
"HD 114707",,,7.236,6.184,,,5.92375,4.585,198.21182379983998,-42.699721919030004,"K0III",C,"*"
"*  32 Tau",,,5.946,5.617,,,5.53159,4.831,59.21698795828001,22.477973574820005,"F2IVs",C,"PM*"
"HD 126577",,,10.55,8.39,,,6.54069,2.911,217.13758900824,-59.674079464929996,"M2/3",E,"*"
"IRAS 13012-6633",,,,,,,9.66525,4.64,196.11690865187998,-66.82566193023,"M8",D,"*"
"HD  87141",,,6.191,5.708,,,5.58778,4.987,151.15134370855,53.89171443368,"F5V",C,"*"
"HD 137131",,,9.36,7.69,,,6.43984,3.471,231.28869771169994,-26.75299078821,"M2/3III",D,"*"
"HD 199623",,,6.217,5.761,,,5.64358,4.888,315.08951227117996,-51.2653134076,"F5.5V",C,"PM*"
"HD 121221",,,7.98,6.59,,,6.11523,4.277,208.58905898319998,-17.18012310644,"K3III",C,"*"
"*  60 Peg",,,7.11,,5.6,,5.94459,4.76,347.95495637656,26.847321510230003,"G8III-IV",C,"PM*"
"IRAS 17129-3058",,,,,,,10.1929,4.698,259.04463388207,-31.028445482770003,,,"*"
"IRAS 13444-6311",,,,,,,8.79,5.0,207.0215257075,-63.4421248683,"M6",D,"LP?"
"IRAS 13444-6311",,,,,,,8.79,5.0,207.0215257075,-63.4421248683,"M6",D,"LP?"
"HD 148531",,,7.86,6.45,,,6.00835,4.34,247.17631375818996,0.05485727539,"K3V",C,"PM*"
"* 133 Tau",,4.46,5.12,5.29,,,5.24647,5.538,86.92878099876,13.89959609388,"B2IV-V",C,"V*"
"IRAS 18190-1117",,,,,,,,6.5,275.4712791666667,-11.265055555555556,,,"*"
"HD 193302",,,7.783,6.463,,,6.04762,4.357,305.21623679783,-35.67367528365,"K3III",C,"*"
"HD  67921",,,8.06,6.66,,,6.17818,4.186,122.2777447728075,-30.322858894676667,"K3III",C,"*"
"HD 111613",,6.0,6.1,5.72,5.32,5.03,5.58268,4.737,192.82490011152998,-60.32978899114,"B9.5Iab",C,"sg*"
"HD  81183",,,8.63,6.94,,,6.23254,4.038,141.00320561737,-5.4666158970600005,"M0III",C,"*"
"HD 220876",,,8.9,7.26,,,6.36858,3.74,351.85875319377,-12.930160490539999,"M1III",C,"*"
"HD  58526",,,6.895,5.962,,,5.75391,4.862,111.46333306125,-5.77496193264,"G3Ib",C,"*"
"HD  92209",,,7.506,6.293,,,5.95611,4.501,158.85316817614,-76.30898237879,"K2III",C,"*"
"HD 116177",,,8.36,6.84,,,6.2262,4.086,200.52667601981997,-14.419873010960002,"K5III",C,"*"
"*  18 Sge",,,7.169,6.11,,,5.84161,4.667,304.08245070812,21.59870233374,"K1III",D,"*"
"HD 164871",,,7.674,6.392,,,6.01911,4.389,271.95152067158,-64.55017004424,"K2/3III",D,"PM*"
"HD 197514",,,9.02,7.54,,,6.36847,3.623,310.84302177613,27.25141236228,"M3",D,"*"
"IRAS 05434-5702",,,,,,,9.10153,4.892,86.06614349907,-57.021216944260004,,,"*"
"*  89 Leo",,,6.23,,5.5,,5.64527,4.922,173.5914537627,3.0601649410000005,"F5.5V",C,"PM*"
"V* WZ Col",,,5.242,5.283,,,5.26988,5.333,85.56331028904,-34.66781664458,"B9/9.5V",D,"a2*"
"HD 125809",,,7.66,6.39,,,6.04031,4.348,215.81396980953,-47.41696257902,"G5/6Ib",D,"*"
"HD 200577",,,7.105,6.097,,,5.85046,4.617,315.77016473662,38.65741384372,"G8III",D,"*"
"*   6 Lyn",,,6.798,5.855,6.95,,5.60972,4.272,97.69628162561209,58.162633282470274,"K0.5IIIbFe0.5",C,"PM*"
"HD 187660",,9.52,7.7,6.13,,,5.50171,3.23,297.79624128209,-2.46098799492,"K3/4III",D,"*"
"V* RS Cyg",,13.26,9.36,6.5,4.38,2.82,6.33787,2.48,303.34859036417,38.72901945302,"C-N5.5",B,"C*"
"HD 177567",,,10.92,9.66,,,6.50038,2.311,286.92431109932,-48.5747387431,"M4/7",E,"V*"
"HD 185286",,,8.05,6.57,,,6.06694,4.331,294.13508040357,43.70611357619,"K5",E,"*"
"HD 221308",,,7.654,6.391,,,6.02698,4.413,352.75475855785,-6.28807936514,"K1III",C,"*"
"HD  51283",,4.36,5.12,5.3,,,5.26993,5.632,103.94553360331,-22.94144259612,"B2/3III",D,"*"
"V* RV Mon",,,10.4,7.47,,,6.06116,3.58,104.58953866134001,6.16709952161,"C4,5",C,"C*"
"* pi. Cha",,,5.974,5.637,,,5.5347,4.969,174.31515128208335,-75.89654518388889,"A9IV",C,"PM*"
"IRAS 18284-2301",,,,,,,9.01282,4.91,277.8734499787,-22.98619750372,,,"LP?"
"IRAS 18284-2301",,,,,,,9.01282,4.91,277.8734499787,-22.98619750372,,,"LP?"
"HD 110678",,,7.659,6.378,,,6.00542,4.391,190.76720077333997,61.15542135438999,"K0",E,"PM*"
"IRAS 13061-6330",,,,,,,9.50367,4.91,197.33202661929,-63.77851276665,"M7",D,"*"
"V* V978 Her",,10.17,8.65,7.01,,,5.70363,2.535,270.83571991131,19.55587563779,"M5II-III",C,"LP*"
"* pi. Ari A",,,5.23,5.34,,,5.29685,,42.32316615302499,17.464312641164444,"B6",D,"SB*"
"HD 164014",,,9.59,7.68,,,6.38081,3.485,269.84491036014,-6.11092301407,"M2III",C,"V*"
"V* AM Cet",,9.86,8.33,6.84,,,5.76415,2.82,17.822068040040005,-13.50327937622,"M3III",C,"LP*"
"V* NQ Pup",,,9.34,7.64,,,6.32007,3.542,118.27196027027001,-11.62482024226,"S4.5/2",B,"S*"
"HD  11347",,,8.63,7.02,,,6.26263,3.901,28.584513913609996,69.18226028004,"M0",D,"*"
"HD 120602",,,6.892,5.993,,,5.78774,4.742,207.60282795698,5.49722135015,"K0",E,"*"
"HD  82234",,,8.01,6.56,,,6.06186,4.339,142.55874410202,-24.27406728765,"K3III",C,"*"
"*  70 Cyg",,4.51,5.142,5.293,,,5.26648,5.537,321.83902451439997,37.11679614109,"B3V",C,"*"
"*   7 Mon",,4.32,5.069,5.252,,,5.21266,5.655,94.92833349119,-7.82290591822,"B2V",C,"SB*"
"IRC +60386",,,,,,,9.26976,4.959,346.97366565202,60.32458557155,"M5",D,"*"
"HD 188981",,,7.341,6.28,,,5.99626,4.457,299.7351156856,-30.538389583929998,"K1III",C,"SB*"
"HD  47659",,,8.01,6.6,,,6.12633,4.257,101.02174223649,62.96298053437,"K2",E,"**"
"*  16 Sex",,,7.93,6.58,,,6.17538,4.178,152.3119611503681,6.1708992684316,"K0",E,"*"
"IRAS 20499+4852",,,,,,,9.03003,4.79,312.90369925834,49.06824294195,,,"IR"
"HD 118970",,,7.85,6.48,,,6.04082,4.392,204.81212302135998,51.80421288299,"K2",E,"*"
"HD  72505",,,7.447,6.247,,,5.93151,4.46,128.43769210775,13.25731184845,"K0III",D,"PM*"
"V* GH Cha",,,10.8,9.51,,,6.57182,2.358,202.36590319877,-79.11769681784,,,"LP*"
"HD 103500",,9.9,8.07,6.49,,,5.56213,2.93,178.80856774472,36.75637589250001,"M0III",D,"PM*"
"* tau03 Ser",,,7.091,6.113,,,5.84595,4.664,233.88845716134,17.65555429059,"G8III:",D,"PM*"
"HD 124369",,,7.79,6.53,,,6.17209,4.084,212.53679992547998,68.86338676913,"K0",E,"*"
"V* RT Cap",,,12.92,8.9,,,5.62267,2.37,304.27720324632,-21.31790732042,"C6,4",C,"C*"
"HD 139828",,,8.57,6.94,,,6.35221,3.93,235.60722396609998,-49.21755001201,"K3III",C,"*"
"HD 219209",,,9.61,7.75,,,6.42028,3.391,348.25893149063995,67.07610281561,"M3",D,"V*"
"V* CR Psc",,,9.03,7.49,,,6.31401,3.671,16.300877372169996,19.19778773497,"M2wkS",C,"S*"
"IRAS 21040+5328",,,,,,,8.90714,5.055,316.38378973622,53.67315135002001,,,"*"
"IRAS 16443-3602",,,,,,,9.92832,4.75,251.91918461078998,-36.12717020969,"O-rich",E,"AB*"
"IRC +30184",,,,,9.8,,8.72547,3.453,111.55631650508,33.37240327386,"M9",D,"Mi*"
"IRAS 13239-6439",,,,,,,9.00086,4.985,201.83152874967996,-64.91354453559,"M6",D,"*"
"V* WX Crv",,,,,,,9.03544,4.81,188.82242036817996,-20.56246677054,"M7e:",D,"LP*"
"V* FL Cam",,,8.491,7.011,10.9,,5.57772,2.419,132.69418622336,78.16514132883,"M5III",C,"LP*"
